job_loss_article_headline,job_loss_article_url,job_loss_country_name,job_loss_date_accessed,job_loss_dates_mentioned,job_loss_entities_mentioned,job_loss_extracted_text,job_loss_id,job_loss_language,job_loss_numbers_mentioned,job_loss_publication_date,job_loss_publication_name,country,id
'\n Shift in Belgian consumer behaviour \n',https://fashionunited.uk/news/retail/shift-in-belgian-consumer-behaviour/2020100551234,United Kingdom,2020-10-24,"['the start of the year', 'spring']",[],"Due to the restrictions at the start of the year, consumer’s spending cuts in spring included clothing, shoes and accessories at a decrease of 51.63 percent.",3903,English,[],"'\nMonday, 05 October 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Why re-commercing may be the new retail revolution\n',https://fashionunited.uk/news/retail/why-re-commercing-may-be-the-new-retail-revolution/2020071449846,United Kingdom,2020-10-24,[],[],"Effective returns
management including selling imperfect inventory will be an essential
investment to cut costs, save time and retain customers.",3912,English,[],"'\nTuesday, 14 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n The state of the UK high street sees John Lewis, Harrods and Arcadia battle store closures and job losses\n'",https://fashionunited.uk/news/retail/the-state-of-the-uk-high-street-sees-john-lewis-harrods-and-arcadia-battle-store-closures-and-job-losses/2020070249662,United Kingdom,2020-10-24,['Wednesday'],['Wednesday'],Harrods on Wednesday said it would shed 700 jobs as it cuts its workforce by 14 percent.,3941,English,['700'],"'\nThursday, 02 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n One third of UK businesses to cut jobs in Q3\n',https://fashionunited.uk/news/retail/one-third-of-uk-businesses-to-cut-jobs-in-q3/2020081150285,United Kingdom,2020-10-24,['the next few months'],[],"“Hiring
confidence is rising tentatively, but this probably won’t be enough to
offset the rise in redundancies and the number of new graduates and school
leavers entering the labour market over the next few months.",3926,English,[],"'\nTuesday, 11 August 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Brits to avoid in-store shopping this Christmas\n',https://fashionunited.uk/news/retail/brits-to-avoid-in-store-shopping-this-christmas/2020100151174,United Kingdom,2020-10-24,['more than last year'],[],"However, more than a third of consumers expect to cut back, with just 12 percent expecting to spend more than last year.",3902,English,['more than a third'],"'\nThursday, 01 October 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n John Lewis confirms eight stores will not reopen, 1,300 jobs at risk\n'",https://fashionunited.uk/news/retail/john-lewis-confirms-eight-stores-will-not-reopen-1-300-jobs-at-risk/2020070949765,United Kingdom,2020-10-24,[],[],"“If
redundancies are confirmed, every effort would be made to find new roles
where possible for partners who wish to remain within the partnership,” the
company said.",3933,English,[],"'\nThursday, 09 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n The Welsh Government supports former Laura Ashley workers\n',https://fashionunited.uk/news/retail/the-welsh-government-supports-former-laura-ashley-workers/2020100551226,United Kingdom,2020-10-24,[],[],"I had to,
knowing they were going to lose their jobs.",3905,English,[],"'\nMonday, 05 October 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n The pandemic has US consumers re-thinking Thanksgiving Day shopping\n',https://fashionunited.uk/news/retail/the-pandemic-has-us-consumers-re-thinking-thanksgiving-day-shopping/2020100151158,United Kingdom,2020-10-24,[],['coronavirus'],"In addition, 41 percent said they won’t shop with retailers that have laid off staff or reduced employees’ benefits because of coronavirus, while 57 percent would be inspired to shop with a retailer that supported their staff and customers during the crisis.",3907,English,[],"'\nThursday, 01 October 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n UK stores will soon reopen, but are customers hesitant to return?\n'",https://fashionunited.uk/news/retail/uk-stores-will-soon-reopen-but-are-customers-hesitant-to-return/2020052649078,United Kingdom,2020-10-24,['March'],"['UK', 'March']","In the UK, unemployment has skyrocketed since March, with many facing uncertain futures.",3934,English,[],"'\nTuesday, 26 May 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Hurr Collective has partnered with CoGo to launch its footprint tracker feature \n',https://fashionunited.uk/news/retail/hurr-collective-has-partnered-with-cogo-to-launch-its-footprint-tracker-feature/2020091450859,United Kingdom,2020-10-24,[],[],"In this case, a saving of 147kg would be made which is the equivalent of 367 car miles and 2 trees being cut down.",3899,English,['2'],"'\nMonday, 14 September 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n War on plastic: Cost of plastic bags to double in UK\n',https://fashionunited.uk/news/retail/war-on-plastic-cost-of-plastic-bags-to-double-in-uk/2020090150661,United Kingdom,2020-10-24,['2015'],[],"Introduced in 2015, the 5 pence plastic bag charge has led to a 95
percent cut in plastic bag sales across major supermarkets, according to
the most recent research.",3929,English,['95'],"'\nTuesday, 01 September 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n New Look in talks with landlords over turnover-based rents\n',https://fashionunited.uk/news/retail/new-look-in-talks-with-landlords-over-turnover-based-rents/2020060449213,United Kingdom,2020-10-24,[],['Covid-19'],"It comes as companies across the country seek ways to cut costs amid the
Covid-19 pandemic.",3936,English,[],"'\nThursday, 04 June 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n JCPenney to close 13 more stores\n',https://fashionunited.uk/news/retail/jcpenney-to-close-13-more-stores/2020062449527,United Kingdom,2020-10-24,[],['JCPenney'],"
JCPenney expects the bankruptcy process would help to cut debt and
remain in business.",3945,English,[],"'\nWednesday, 24 June 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Laura Ashley to shut stores and cut jobs\n',https://fashionunited.uk/news/retail/laura-ashley-to-shut-stores-and-cut-jobs/2020032348120,United Kingdom,2020-10-24,[],"['Laura', 'Ashley', 'coronavirus']","
Laura Ashley says that it will permanently shut 70 stores and cut several
hundred jobs as its business has suffered greatly due to coronavirus.",3953,English,"['70', 'hundred']","'\nMonday, 23 March 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n New campaign urges UK Government to extend tax-free shopping to EU visitors\n',https://fashionunited.uk/news/retail/new-campaign-urges-uk-government-to-extend-tax-free-shopping-to-eu-visitors/2020082150444,United Kingdom,2020-10-24,[],[],Major stores that depend heavily on international shoppers have already announced redundancies and many hotels that rely on high value international guests have yet to re-open.”,3931,English,[],"'\nFriday, 21 August 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n How shoppers will see out the rest of 2020\n',https://fashionunited.uk/news/retail/how-shoppers-will-see-out-the-rest-of-2020/2020092150984,United Kingdom,2020-10-24,['Century 21'],"['Neiman', 'Marcus', 'Century', 'J.C.', 'Penney', 'Olivery', 'Sweeney', 'Monsoon', 'Victoria', '’s', 'Secret', 'Real', 'Zara']","Many global heavyweights, like Neiman Marcus, Century 21, J.C. Penney, Olivery Sweeney, Monsoon, Victoria’s Secret, The Real Real, Zara, H&amp;M – the list goes on - turned out to not have enough armour and cash in coffers to fight the pandemic, citing bankruptcies, store closures, layoffs and reducing profit forecasts, while others shuttered their doors for good.",3900,English,[],"'\nMonday, 21 September 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n JCPenney to close 13 more stores\n',https://fashionunited.uk/news/retail/jcpenney-to-close-13-more-stores/2020062449527,United Kingdom,2020-10-24,[],['Covid-19'],"Many stores have reopened, but customers remain reluctant to
venture out due to fear of Covid-19 spread as well as financial
struggles following job losses.",3946,English,[],"'\nWednesday, 24 June 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n More retailers announcing furloughs in view of extended shutdown\n',https://fashionunited.uk/news/retail/more-retailers-announcing-furloughs-in-view-of-extended-shutdown/2020040148268,United Kingdom,2020-10-24,[],[],"Meanwhile, the workers will be able to tap the unemployment benefits
that have received a boost from the stimulus package by 600 USD per
week.",3948,English,['600'],"'\nWednesday, 01 April 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n One third of UK businesses to cut jobs in Q3\n',https://fashionunited.uk/news/retail/one-third-of-uk-businesses-to-cut-jobs-in-q3/2020081150285,United Kingdom,2020-10-24,[],[],"More than twice as many private sector employers (38
percent) expect to make redundancies compared to those in the public sector
(16 percent).",3922,English,[],"'\nTuesday, 11 August 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n Nike shakes up senior leadership team, announces job cuts\n'",https://fashionunited.uk/news/retail/nike-shakes-up-senior-leadership-team-announces-job-cuts/2020072349964,United Kingdom,2020-10-24,[],"['Nike', 'US', 'Consumer', 'Direct', 'Acceleration', 'CDA']","Nike has announced a number of senior leadership changes and has said it
expects cuts to its workforce to come as the US sportswear giant moves
forward with its Consumer Direct Acceleration (CDA).",3913,English,[],"'\nThursday, 23 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n One third of UK businesses to cut jobs in Q3\n',https://fashionunited.uk/news/retail/one-third-of-uk-businesses-to-cut-jobs-in-q3/2020081150285,United Kingdom,2020-10-24,['October'],"['UK', 'October']","One in three UK businesses expect to make job cuts by October, according
to a new survey of 2,000 employers.",3920,English,"['One', 'three', '2,000']","'\nTuesday, 11 August 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Deadstock ‘a real opportunity for innovation’ in the fashion industry \n',https://fashionunited.uk/news/retail/deadstock-a-real-opportunity-for-innovation-in-the-fashion-industry/2020101251347,United Kingdom,2020-10-24,[],['coronavirus'],"“On top of this, billions of dollars’ worth of orders were canceled by brands and retailers at the start of the coronavirus pandemic, while consumers cut back on shopping for clothes, leaving brands sitting on stock they couldn’t shift.",3908,English,[],"'\nMonday, 12 October 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n Businesses to get 1,000 pounds per furloughed employee returning to work\n'",https://fashionunited.uk/news/retail/businesses-to-get-1-000-pounds-per-furloughed-employee-returning-to-work/2020070849760,United Kingdom,2020-10-24,[],['Sunak'],"
Other measures announced by Sunak included a scheme to pay businesses to hire apprentices and VAT cuts on food, accommodation and attractions.",3940,English,[],"'\nWednesday, 08 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
"'\n Over 20,000 UK stores could remain permanently closed after lockdown, experts warn\n'",https://fashionunited.uk/news/retail/over-20-000-uk-stores-could-remain-permanently-closed-after-lockdown-experts-warn/2020032648159,United Kingdom,2020-10-24,[],"['Professor', 'Bamfield']","Professor Bamfield noted that the government’s measures announced during
the pandemic, such as the business rates holiday for retailers,
will significantly limit store closures and job losses.",3955,English,[],"'\nThursday, 26 March 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n How shoppers will see out the rest of 2020\n',https://fashionunited.uk/news/retail/how-shoppers-will-see-out-the-rest-of-2020/2020092150984,United Kingdom,2020-10-24,[],['PWC'],"PWC noted the “risks of further outbreaks, local lockdowns and rising unemployment are far from receding, and further seismic shifts may yet occur.”",3901,English,[],"'\nMonday, 21 September 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
'\n Strong online sales boost Next Q2 results\n',https://fashionunited.uk/news/retail/strong-online-sales-boost-next-q2-results/2020073050121,United Kingdom,2020-10-24,['the coming months'],[],"Questions remain over the outlook as the government starts to withdraw its support from the jobs market over the coming months, unemployment is expected to rise, and this could well drag on sales going forward.",3917,English,[],"'\nThursday, 30 July 2020\t'",Fashion United Retail - United Kingdom,United Kingdom,1
